OBP Difference,AVG Difference,SLG Difference,OPS Difference,ERA Difference,WHIP Difference,K9 Difference,BB9 Difference,Home Recency Adv,Run Differential,Head to Head,Home Win
-0.007,-0.001,0.015,0.008,0.35,0.239,1.6,-0.9,-1,103,-1,0
0.012,0.02,-0.007,0.006,0.2,-0.285,0.7,-0.7,-3,78,0,1
0.005,-0.018,0.014,0.019,0.19,0.762,-0.8,-1.4,-1,80,-1,1
-0.013,-0.044,-0.039,-0.053,-0.14,-0.172,-0.5,0.9,-1,-83,0,0
-0.011,-0.024,-0.01,-0.021,-0.06,0.094,3.4,-0.6,-1,-106,0,1
-0.05,-0.047,-0.101,-0.151,0.52,-0.018,0.5,-0.5,-2,-26,0,0
-0.012,-0.003,0.02,0.009,1.44,-0.044,0.9,0.2,-1,-80,-1,0
0.007,0.009,-0.016,-0.009,-4.3,-1.864,0.9,1.6,0,35,0,1
-0.005,0.003,0.024,0.019,-1.22,-0.676,1.2,4.4,-3,-95,2,1
0.031,0.021,0.009,0.041,-1.44,-0.168,-1.3,-0.6,5,-92,1,0
-0.043,-0.013,-0.074,-0.116,-2.44,-0.566,-1.4,-0.6,-4,-217,-8,1
0,0.003,-0.037,-0.037,0.64,0.337,2.2,-0.9,-2,14,1,1
-0.022,-0.01,-0.05,-0.072,-3.9,-1.312,-3.3,0.1,-3,-31,0,1
-0.018,0.002,0.06,0.042,0.45,-0.571,0.5,1.2,-3,149,1,1
0.034,0.058,0.088,0.122,-2.43,-0.868,-3.2,0.8,2,119,0,0
0.012,0.001,0.023,0.035,0.46,0.641,-0.6,2,-1,101,-1,1
0.015,0.038,0.027,0.042,0.26,1.004,0.2,1.1,-2,80,0,0
-0.023,-0.043,-0.035,-0.059,-0.91,-0.14,0.3,1.5,0,88,0,0
-0.034,-0.052,-0.046,-0.079,-5,-1.28,-3.9,2.2,-1,-85,0,1
-0.006,-0.009,0.009,0.003,0.14,0.592,3.6,-0.3,-1,-94,0,1
-0.015,-0.009,-0.065,-0.08,0.81,-0.638,-0.2,-0.1,-2,-28,0,1
-0.006,-0.013,0.003,-0.003,-1.52,-1.507,-3.1,0.7,-3,-82,-2,0
0.011,0.005,-0.013,-0.002,0.66,0.982,0.2,-0.1,0,37,0,0
-0.012,-0.004,0.035,0.023,-0.47,-0.055,-1.6,0.7,-5,-89,1,1
0.011,0.005,0.013,0.024,1.06,0.112,-1.4,0.2,5,-94,1,1
-0.035,-0.005,-0.05,-0.084,-3.39,-0.916,-2.3,1,-4,-211,-8,1
-0.006,0.008,-0.032,-0.039,-1.69,-1.517,-3.7,3,-3,20,1,1
0.017,0.021,-0.011,0.006,-0.08,-0.247,-1.2,1.2,-3,-29,-1,0
-0.028,-0.017,0.029,0.001,0.21,0.161,0.7,0.5,-1,161,2,1
0.022,0.035,0.056,0.078,-0.12,-0.814,-5.1,-3.4,1,103,-1,1
-0.003,-0.001,0.007,0.005,-0.67,-0.106,1.9,-1.2,-2,103,-2,0
0.008,0.018,-0.026,-0.017,0.55,-0.735,-1.6,0.7,-1,70,1,1
-0.008,-0.041,-0.026,-0.034,1.24,0.862,1.1,0.2,1,78,1,1
-0.007,-0.013,0.003,-0.004,-1.83,-1.505,-0.4,2.2,-1,-83,-1,1
0.014,-0.003,0.002,0.016,2,-0.433,3.9,3.2,1,-86,1,1
-0.005,0,-0.019,-0.024,-1.03,0.088,-5.3,-0.5,-4,-26,-1,1
-0.029,-0.028,-0.022,-0.051,-0.94,-1.246,3,1.7,-5,-90,-3,1
0.019,0.024,0.01,0.029,1.96,1.288,0.6,-1,2,27,1,1
-0.001,0,0.034,0.033,-1.9,-1.084,3,2.9,-4,-79,2,0
0.012,0.001,-0.007,0.005,1.44,-0.156,-2.3,2.4,3,-68,0,0
-0.014,0.005,-0.011,-0.025,-0.16,0.09,-5.7,-0.9,-3,-205,-7,1
0.003,0.007,-0.039,-0.036,1.63,0.894,1.5,-1,-3,30,2,0
0.003,0.008,0.007,0.011,0.83,0.166,0.4,-1.5,-2,126,0,0
0.004,0.01,-0.028,-0.023,-1.6,-0.712,-1.9,0.6,2,54,-3,0
-0.074,-0.028,-0.097,-0.171,-2.23,-0.743,-2.7,0.7,-2,-211,-1,1
-0.012,0,-0.006,-0.019,-0.74,-0.446,3.1,1.9,-1,-29,2,0
-0.037,-0.038,-0.062,-0.099,0.15,-0.174,4.7,-0.1,0,25,-1,0
-0.03,0.006,-0.025,-0.055,-1.48,-1.128,-2,0.8,1,-80,0,1
0.017,0.012,0.06,0.076,4.28,0.674,0,1.1,2,49,-1,1
-0.018,-0.024,-0.046,-0.063,-1.45,-0.738,-6.6,0.9,2,-126,-1,0
0.003,-0.023,-0.015,-0.011,0.74,0.359,-3.2,-2.9,0,-12,-1,1
0.021,0.023,0.013,0.034,0.98,0.473,0.8,-0.1,0,5,-4,0
-0.002,0.004,0.014,0.012,0.22,0.891,7.2,-1,-1,120,-1,1
0.013,0.005,0.009,0.021,1.34,0.324,-0.2,-0.3,1,52,-4,1
-0.035,-0.006,-0.05,-0.084,-4.84,-0.444,-5.2,-4.3,-1,-209,0,0
0.038,0.035,0.073,0.112,-0.07,0.934,1.9,-2.1,0,343,0,1
-0.015,-0.004,0.002,-0.013,-0.23,0.471,-0.8,-0.7,-1,-33,1,0
-0.01,-0.015,-0.006,-0.016,-0.19,-0.707,1.6,0.8,3,24,0,1
-0.012,-0.03,-0.055,-0.067,0.37,-0.851,-0.8,0.6,1,23,-2,1
0.006,0.01,-0.056,-0.051,-0.3,-0.55,-5,-0.7,-1,-61,0,0
-0.032,0.004,-0.04,-0.072,1.19,-0.478,-3.1,0.5,3,-76,1,0
0.023,0.009,0.077,0.099,0.02,0.437,2.3,-1.8,1,57,0,1
0.037,0.046,0.026,0.062,-2.17,0.343,-0.8,-1.2,-1,-159,0,1
-0.004,-0.012,-0.01,-0.014,-2.1,-1.072,-2.4,4.1,0,-134,-2,0
0.009,-0.024,-0.032,-0.023,-0.29,0.65,0.8,-0.7,2,-4,0,0
0.054,0.035,0.077,0.131,-1.31,-0.181,3.7,1.2,0,228,1,1
0.008,-0.002,-0.009,-0.001,3.3,3.444,-8.2,-2.3,-1,1,-5,0
0.046,0.043,0.076,0.122,-0.51,-0.197,-5.1,-0.1,-1,128,-1,1
0.005,0.01,0.033,0.038,-0.01,-0.032,1.4,-0.7,1,74,-4,1
-0.056,-0.025,-0.08,-0.136,-0.89,-0.686,-2.8,-0.1,-1,-215,0,0
0.051,0.041,0.061,0.112,1.85,0.682,-0.5,-0.2,0,351,0,1
-0.006,-0.005,0.044,0.037,-0.35,-0.213,-0.4,-0.3,-1,-37,1,1
0.016,0.01,0.028,0.043,-1.57,-1.537,-0.8,1.7,3,30,0,0
-0.023,-0.031,-0.037,-0.06,-3.53,-3.335,9,1.5,1,25,-2,1
0.02,0.02,0.001,0.02,-0.13,-1.541,-4.8,1.5,-1,-63,0,1
0.009,0.024,0.006,0.015,-1.4,-0.942,4.5,1.5,3,-80,1,1
0.034,0.025,0.079,0.113,-1.57,-0.701,0.2,1.5,1,61,0,1
0.073,0.074,0.084,0.158,-1.87,-0.242,-3.1,0,-1,-157,0,1
-0.014,-0.019,-0.01,-0.026,0.39,0.423,0.2,-0.9,0,-140,-2,1
-0.002,-0.019,-0.024,-0.027,0.02,0.088,-0.1,-0.6,2,-8,0,1
0.039,0.022,0.075,0.114,0.87,0.437,-5,-1.1,0,232,1,1
0.012,0,-0.001,0.012,2.52,0.943,-0.7,-1.3,-1,-19,-5,1
0.014,0.013,-0.007,0.006,1.38,0.693,0.7,-0.1,2,94,-3,1
0.031,0.031,0.065,0.097,-0.88,-0.47,0.3,0.1,2,369,1,1
-0.001,0.005,0.028,0.027,-1.54,0.686,1,-0.1,-2,-35,0,0
0.019,0.004,-0.025,-0.006,-0.57,-1.177,-2.6,0.5,-2,56,4,1
0.005,-0.011,-0.038,-0.033,5.07,2.06,-2.1,-1.3,2,29,-1,1
-0.037,-0.026,-0.071,-0.109,-3.58,-1.758,-2.6,1.1,-2,-55,-1,0
0.015,0.027,0.085,0.099,1.21,0.397,2.2,1,0,-24,2,0
0.004,0.032,0.036,0.039,1.01,0.623,1.2,-1.2,0,-149,1,1
-0.029,-0.02,-0.015,-0.044,-0.03,-0.349,-0.1,-0.4,-1,-55,0,1
0.054,0.044,0.114,0.168,-0.42,0.279,2.6,-3.4,1,252,2,1
-0.001,-0.012,-0.042,-0.043,1.39,1.329,3.3,-2.2,-2,-13,-6,0
0.002,-0.01,-0.058,-0.057,-1.31,0.036,-3.1,-0.7,2,-80,0,0
0.056,0.03,0.1,0.156,-0.23,0.093,0.3,1.1,0,74,4,0
0.062,0.032,0.078,0.14,4.43,1.556,0.3,-3.6,-3,82,4,0
0.032,0.015,0.006,0.037,1.67,0.481,2.8,-0.5,0,170,0,0
-0.016,-0.017,-0.013,-0.029,-0.16,-0.259,0.9,0.7,1,-32,-4,0
0.043,0.024,0.062,0.103,0.73,0.153,-1.5,-1.6,1,134,1,0
0.02,0.031,0.071,0.092,-1.44,-0.743,1,1,0,-28,2,0
0.032,0.048,0.063,0.095,1.35,0.919,-1.6,-1,2,84,0,1
0.041,0.029,0.077,0.118,2.51,2.092,2.3,-3.6,0,4,7,0
0.004,0.014,0.005,0.009,-0.15,-0.303,1.7,-0.3,2,96,-2,1
-0.013,-0.007,-0.056,-0.069,0.2,1.016,-0.7,0.6,-1,-232,-3,0
-0.026,-0.029,-0.004,-0.03,0.01,0.328,-0.5,-1.8,1,37,0,1
-0.043,-0.031,-0.048,-0.091,-3.54,-1.67,-2.3,0.7,-2,-53,0,0
0.016,0.01,0.046,0.064,-0.22,-0.202,-2.7,0.1,-1,185,0,1
0.006,0.003,-0.054,-0.048,0,-0.372,0.5,1.3,2,-96,0,1
0.018,0.002,0.046,0.063,3.02,-0.125,2.7,-0.5,-1,68,4,0
-0.001,-0.012,-0.02,-0.021,1.85,1.296,2.7,1.3,-1,74,5,1
0.016,0,0.015,0.032,4.24,2.251,-2.9,-4.3,-1,166,0,1
-0.004,-0.019,-0.002,-0.007,4.35,0.937,2.7,2.6,1,-42,-4,1
0.033,0.011,0.045,0.078,0.18,0.364,4.6,1.6,1,124,1,1
0.01,0.025,0.072,0.082,-1.6,-1.396,-1,2.8,-2,-32,1,0
0.001,0.009,-0.002,0,0.42,0.895,0.4,-1.9,2,98,0,1
-0.009,-0.016,-0.024,-0.034,-0.26,-0.573,1,1.4,1,-4,7,0
-0.039,-0.036,-0.05,-0.09,-2.21,0.147,-3.9,-4,2,100,-2,0
-0.095,-0.109,-0.103,-0.199,-2.29,0.176,4.6,-1.3,-1,-248,-3,1
-0.006,-0.016,0.013,0.006,0.34,0.464,5.2,0,1,39,0,1
-0.024,-0.024,-0.022,-0.046,-2.03,-0.468,1.2,-0.1,-1,-61,1,1
-0.041,-0.033,-0.045,-0.087,0.63,-0.766,2.5,1.4,-4,-301,-2,1
0.011,0.004,0.041,0.052,-1.92,-0.699,-0.8,0.2,0,193,0,1
0.021,0.004,-0.05,-0.028,1.07,0.868,-1.4,-2.1,0,-92,-1,1
0.057,0.028,0.101,0.158,4.86,4.293,-7,-3.8,-2,60,3,0
0.04,0.019,0.012,0.052,3.64,1.344,1.4,-1.2,-3,76,4,0
0.011,-0.001,0.008,0.02,1.43,-0.013,1.8,2.3,-2,172,-1,1
0.016,-0.001,0.036,0.051,1.58,-0.163,-2.9,0.4,0,-32,-5,0
0.035,0.021,0.063,0.098,0.99,-0.927,4.9,3.2,-1,132,0,0
0.013,0.027,0.059,0.072,0.38,-0.852,0.5,2.7,-4,-34,0,0
0.026,0.043,0.077,0.103,0.31,0.621,3.1,-0.3,2,106,1,1
-0.021,-0.02,-0.032,-0.053,1.21,0.237,2.2,-0.4,0,-6,6,0
0.01,0.006,-0.05,-0.041,0.19,0.133,0.3,-0.1,3,94,-1,0
-0.037,-0.02,-0.057,-0.093,0.71,1.187,2.7,0.8,-3,-244,-4,0
0.035,0.015,0.038,0.073,3.41,3.267,-9.4,-1.8,1,61,1,1
-0.025,-0.011,0.001,-0.025,-1.09,0.223,-0.1,2.6,-2,-57,0,0
-0.041,-0.034,-0.04,-0.08,-2.27,-0.361,0.6,1.8,-4,-299,-2,1
0.019,0.004,0.015,0.034,-0.16,-0.271,2.2,1.2,1,195,1,1
0.023,0.005,0.017,0.038,-2.56,-0.816,-3,1,-1,8,1,1
0.026,-0.001,0.005,0.031,0.63,0.486,3,0.1,1,150,-3,1
-0.075,-0.067,-0.1,-0.177,1.51,0.208,2.7,1.5,-4,-110,-1,1
-0.015,-0.026,-0.092,-0.107,-1.59,-1.327,-6,1.3,-1,-241,0,1
-0.009,-0.007,-0.009,-0.019,0.53,-0.192,1.7,-1.5,1,-44,-4,0
0.033,0.032,0.112,0.145,-0.49,-0.898,-1.5,2.3,-4,-13,0,0
0.031,0.002,0.021,0.052,0.38,0.221,-0.8,-1.5,-3,188,0,1
-0.005,0.02,-0.039,-0.045,-2.01,-1.102,1,1.4,-2,-98,1,1
-0.052,-0.046,-0.131,-0.184,3.8,1.96,2.5,2.7,-2,-60,0,0
-0.009,-0.009,-0.01,-0.019,-2.36,-1.458,-2.6,1.4,-1,-152,1,0
-0.046,-0.052,-0.093,-0.138,-3.41,-1.789,2.9,3,-3,-441,-3,0
-0.054,-0.034,-0.083,-0.136,-2.38,-0.759,-1.1,0.3,-4,-137,2,0
0.004,-0.002,-0.017,-0.015,-2.88,-1.354,-2.6,1.8,0,14,1,0
0.019,0,-0.007,0.012,1.91,0.986,0.6,-0.2,-1,172,-3,0
-0.076,-0.075,-0.125,-0.201,-1.38,-0.802,-1.6,1.1,-4,-92,-1,0
0.045,0.033,0.074,0.118,1.03,1.138,3.6,-1.3,0,101,0,0
-0.023,-0.029,-0.097,-0.12,0.1,0.131,4.8,0,0,-239,0,0
0.009,0.025,0.086,0.097,-1.17,-0.764,4.8,1.7,-4,-23,0,1
-0.011,0.001,-0.018,-0.03,-3.11,-1.336,0.8,1.7,2,10,0,0
-0.003,-0.008,0.022,0.02,1.53,0.946,1.1,-0.7,-4,196,0,0
-0.002,0.022,-0.031,-0.033,0.33,-0.105,0,3.5,0,-90,1,0
-0.01,-0.002,-0.04,-0.05,0.51,0.051,-0.2,0.7,-3,-64,0,1
-0.015,-0.01,-0.008,-0.023,0.21,0.554,0.3,-1.1,-2,-164,1,1
-0.037,-0.046,-0.09,-0.128,-0.06,0.361,-2,-0.4,-3,-445,-3,0
-0.024,-0.019,-0.027,-0.051,-0.16,0.452,0.4,-1.2,2,-16,0,1
-0.004,-0.002,0.033,0.029,0.86,0.929,2.6,-0.6,3,175,0,1
-0.015,-0.003,-0.031,-0.047,1.03,0.192,0.7,1,-5,-139,2,0
0.005,-0.005,0.006,0.011,0.14,-1.517,-0.9,1.1,1,12,2,0
0.06,0.029,0.058,0.117,3.42,1.235,1.1,-1.4,0,164,-2,1
-0.088,-0.071,-0.135,-0.223,-1.83,-1.641,4.1,2.7,-3,-94,0,1
0.009,0.008,0.025,0.034,0.95,1.037,-3.7,-1.7,0,107,0,1
-0.02,-0.03,-0.11,-0.13,-7,-2.432,-2,4.7,0,-243,1,0
0.005,0.016,0.076,0.081,-1.1,0.2,2.6,1.3,-4,-19,-1,1
-0.006,-0.002,-0.012,-0.017,0.08,-0.989,0.4,1.3,2,8,0,0
-0.001,-0.016,-0.027,-0.029,1.94,0.312,5,0.9,-4,184,1,1
-0.009,0.006,-0.064,-0.073,-2.06,-0.478,-3.8,-0.7,1,-102,2,1
-0.061,-0.055,-0.114,-0.175,-0.48,-0.64,-3.1,1.1,-4,-62,-1,0
-0.021,-0.001,-0.073,-0.092,-2.55,0.084,-1,0.4,-3,-152,0,1
-0.04,-0.038,-0.063,-0.104,0.02,0.208,-2.8,-0.6,-3,-455,-4,1
-0.016,-0.014,-0.03,-0.047,4.41,3.726,-9.5,-2.9,2,-12,0,1
0.009,0.014,0.033,0.041,-2.17,-0.318,2.8,1.2,3,179,0,0
0.026,0.004,0.029,0.055,2.33,1.612,6.1,0.9,3,288,3,1
0.134,0.126,0.489,0.623,0.42,1.056,3.2,-0.3,-1,121,0,1
-0.027,-0.025,-0.086,-0.113,-1.57,-0.825,-0.3,-1,0,-245,0,1
0,0.012,0.017,0.018,-0.6,-0.166,-1.6,0,0,-4,-1,1
-0.008,-0.016,-0.019,-0.027,0.24,0.285,2,-2.2,-5,186,0,1
-0.083,-0.052,-0.125,-0.208,-1.06,0.978,-2.3,-4.4,-2,-64,0,1
-0.017,0.008,-0.029,-0.046,-0.72,-0.043,-2.7,-0.3,-2,-144,1,1
0.007,-0.003,-0.011,-0.003,2.91,1.393,2.4,-3,4,175,1,0
-0.03,-0.003,-0.051,-0.079,-2.56,-0.386,-6.1,-2.6,-3,-77,-2,0
0.043,0.027,0.071,0.114,-0.68,0.121,4.7,0.6,3,290,3,1
0.013,0.023,0.014,0.027,-1.71,-0.081,-0.1,-1.7,-1,-37,0,0
-0.058,-0.06,-0.148,-0.206,-1.56,-0.749,-2.5,0.5,-3,-189,-4,0
0.056,0.052,0.196,0.252,-1.68,3.097,8.4,-2,1,-8,0,1
-0.013,-0.018,-0.045,-0.058,-1.25,-0.442,-1.4,0.2,3,-50,3,0
0.02,0.008,-0.014,0.006,0.1,0.648,-3.1,-1.8,-3,-151,0,0
0.053,0.058,0.051,0.105,-0.51,2.369,-0.6,-1.6,2,179,0,1
0.027,0.011,0.033,0.06,-0.92,-0.45,-0.1,1,-2,125,3,1
-0.034,-0.013,-0.057,-0.091,-1.02,-1.159,0.2,2.4,-1,-89,0,0
-0.015,-0.022,-0.075,-0.09,1.69,0.526,-3.7,-0.4,4,60,4,1
-0.008,0.007,0,-0.008,-2.24,-0.132,5.4,4.6,2,-138,0,1
-0.007,-0.011,-0.032,-0.04,1.43,0.799,2.5,-0.6,2,-15,-1,1
0.036,0.021,0.096,0.132,0.39,0.126,0.6,0.2,3,149,0,1
-0.028,-0.027,-0.06,-0.088,-0.29,0.316,2,-1.4,0,-9,0,0
-0.061,-0.049,-0.074,-0.135,1.72,1.246,1.5,-1.7,-3,-87,-2,1
0.053,0.022,0.065,0.118,1.19,0.838,-0.8,-0.4,5,300,4,1
0.005,0.016,-0.02,-0.015,-1.43,-0.193,-3.1,-0.7,-1,-47,0,1
-0.05,-0.067,-0.173,-0.223,-2.27,-0.557,-0.1,1.8,-2,-203,-4,0
0.004,0.017,-0.024,-0.02,-0.18,-0.498,-3.6,1.3,1,14,0,0
-0.03,0,-0.044,-0.072,0.83,-0.161,-1.2,-1.3,-3,-153,0,0
0.016,0.031,-0.004,0.012,0.54,0.236,-1.7,-0.7,2,191,0,1
0.033,0.032,0.048,0.081,1.48,-0.122,0.9,0.1,-1,131,3,0
-0.027,-0.002,-0.049,-0.077,-1.43,-1.052,-5.3,0.7,-1,-91,0,0
0.006,-0.008,-0.014,-0.009,2.2,0.819,-1,-1,4,76,4,1
-0.014,0.001,0.004,-0.011,0.18,0.465,1.1,0.7,0,-130,0,0
-0.004,-0.022,-0.023,-0.027,2.12,1.36,0,-2.3,2,-1,-1,0
0.046,0.04,0.142,0.189,1.77,1.098,0.9,-2.3,3,151,0,1
-0.005,-0.006,-0.035,-0.04,-1.19,-0.207,0,0.9,0,-17,0,0
-0.003,0,-0.028,-0.031,-2.91,-0.584,-1.2,0.5,-3,-81,-3,1
0.06,0.028,0.099,0.159,0.48,0.934,2.7,-0.6,6,306,5,1
0.007,0.033,0.011,0.017,-0.04,-0.256,1,0.5,-2,-43,-1,1
-0.04,-0.057,-0.15,-0.191,1.63,0.084,5.8,1.5,-4,-251,-5,1
-0.015,0.006,-0.008,-0.023,-0.81,-0.608,-1.1,0.1,2,0,1,0
-0.025,-0.014,-0.052,-0.076,0.2,0.004,2,-0.8,2,-64,2,0
-0.024,-0.033,-0.05,-0.074,-0.18,0.181,2.5,-1,-5,-165,-1,1
0.043,0.056,0.063,0.104,1.31,0.598,-2.3,-2.2,3,193,1,1
0.011,0.002,-0.008,0.003,-1.02,-0.275,0.1,0,0,123,4,1
-0.04,-0.014,-0.062,-0.102,-0.11,-0.62,-0.6,0.8,-2,-93,-1,0
0.007,-0.015,-0.046,-0.038,-2.38,-1.109,-3.2,-0.2,5,92,5,0
0,-0.02,-0.027,-0.029,-1.02,0.305,0.7,-0.8,3,-3,0,0
-0.029,-0.038,-0.015,-0.044,-0.39,0.782,-0.1,-2,3,153,1,0
-0.035,-0.024,-0.05,-0.085,1.2,0.37,-3,-0.7,-1,-19,-1,1
0.03,0.029,0.06,0.089,1.73,0.694,0.6,-0.6,1,192,0,1
-0.034,-0.025,-0.058,-0.092,-4.76,-2.409,-3,1.2,2,-158,-5,1
-0.014,0.014,-0.015,-0.029,-0.76,-0.26,0.4,-0.7,-3,-126,0,1
0.004,-0.012,-0.041,-0.037,2.17,0.787,-1.1,-1.7,-2,28,-1,1
0.011,0.005,0.008,0.019,1.73,0.781,-0.5,-0.9,-2,-8,0,0
-0.06,-0.059,-0.12,-0.178,0.76,-0.308,-3,-0.5,-2,-121,0,0
0.047,0.035,0.014,0.061,0.01,-0.495,-2.1,-0.4,2,256,0,1
-0.004,0.021,0.016,0.011,-1.42,-1.067,-1.4,1.2,-4,-218,0,1
0.014,0.024,0.004,0.018,0,0.546,2.6,-1.1,7,185,-1,1
0.036,0.043,0.068,0.104,4.61,2.006,-1.4,-1,1,208,0,1
0.041,0.022,0.072,0.112,0.39,0.918,-3.3,-4.9,2,159,2,0
0.008,0.004,0.017,0.025,-1.36,-0.074,-2.2,0,-1,-22,0,0
-0.035,-0.004,-0.023,-0.059,2.6,-0.214,-3.6,0.8,1,-154,-5,0
0.021,0.019,0.074,0.095,0.59,0.877,1.3,-0.4,2,130,1,1
-0.018,0,-0.024,-0.042,-1.02,0.63,-0.7,-0.8,-2,-118,0,0
-0.032,-0.058,-0.054,-0.085,-0.42,-0.183,3.6,1.9,-2,38,-1,0
-0.026,-0.031,-0.045,-0.072,1.54,1.378,-1.5,-1.7,-4,-14,0,1
-0.011,-0.036,-0.079,-0.09,-0.27,-0.296,2.7,1.2,-1,-137,0,1
0.032,0.028,0.042,0.073,-4.31,-4.213,6.3,3.2,2,260,0,1
-0.049,-0.04,-0.104,-0.153,0.54,-0.753,-3.5,0.7,2,-118,0,0
-0.002,0.021,0.011,0.008,-4.36,-0.843,0.9,-2.9,-4,-216,0,0
0.031,0.02,0.097,0.128,2.36,-0.183,1.2,-0.6,1,139,-3,1
0.082,0.075,0.069,0.151,1.03,0.052,-1.7,-0.6,5,209,-1,1
-0.012,-0.022,-0.049,-0.062,0.18,-0.406,-0.9,1,0,26,-2,1
0.025,0.028,0.049,0.074,-1.85,-1.213,3.9,0.6,3,218,1,1
0.044,0.022,0.067,0.11,0.48,0.043,-0.8,0.4,2,155,2,1
0.042,0.024,0.114,0.157,3.41,0.838,4.1,1.6,-1,-28,0,1
-0.027,-0.002,-0.01,-0.036,-2.56,-1.559,1.6,1.2,1,-160,-4,0
0.005,0.018,0.064,0.069,0.36,0.288,3.8,-0.6,2,138,1,1
-0.009,0.017,0.013,0.004,-0.52,-0.249,2.9,-0.3,-1,-120,1,0
0.005,-0.01,-0.023,-0.019,-1.18,-1.166,-0.9,0.7,0,32,0,1
0.013,-0.002,0.02,0.034,1.93,0.142,3.6,2.4,-5,0,-1,1
-0.003,0.009,-0.04,-0.043,0.34,-0.216,3.3,0.1,-3,-123,-1,0
0.017,0.025,0.034,0.051,-1.23,0.108,-3.1,0.1,2,268,1,0
-0.028,-0.016,-0.058,-0.086,-1.28,-0.869,0.3,1.4,2,-120,0,1
-0.001,0.026,0.045,0.044,-11.09,-4.251,-7.2,0.9,-3,-220,1,0
0.014,0.001,0.023,0.037,0.48,0.077,1.8,-0.1,1,143,-3,0
0.025,0.02,0.006,0.031,1.41,0.421,-2.9,-0.5,5,217,0,0
-0.011,-0.02,-0.042,-0.053,1.47,0.022,2.5,0.1,0,28,-2,0
0.017,0.015,0.044,0.061,-2.29,-0.919,1.8,-0.1,3,150,2,1
0.01,0.013,0.044,0.054,-1.93,-1.347,-1.5,1.6,0,83,1,0
-0.009,0.017,-0.021,-0.031,-5.7,-2.368,-0.8,0.4,2,19,1,0
0.008,0.005,-0.015,-0.007,-0.29,-1.13,-5.1,0.8,0,-112,-1,1
0.026,0.054,0.101,0.127,-4.61,-1.173,-5.2,0.1,-4,-222,0,0
0.014,0.013,0.079,0.092,-0.12,0.794,6,0.5,5,196,0,1
0.024,-0.005,-0.007,0.017,-1.81,-0.272,-1.7,-1.1,3,227,0,0
0.01,0.008,0.048,0.057,-1.38,0.422,-3.9,0,-1,-75,0,1
0.015,0.021,0.026,0.041,-0.94,0.047,-1.5,-2.3,-3,-89,0,1
0.022,0.003,0.033,0.055,-0.16,0.115,-0.4,0.9,5,191,0,0
0.005,-0.006,0.001,0.007,2.68,0.729,0.6,-0.6,-1,79,1,1
-0.027,0.012,-0.046,-0.073,0.47,-0.41,5.3,1.1,1,15,1,0
-0.027,-0.014,-0.05,-0.078,-1.98,0.54,2.4,0.2,0,-120,-2,1
-0.028,-0.01,0.057,0.028,0.44,0.158,2.9,2.3,-2,-163,0,0
-0.012,0.002,-0.049,-0.061,1.4,-0.065,-0.3,1.9,-1,99,-2,1
0.002,0.006,0.026,0.028,1.31,-0.464,-2.1,0.8,0,28,-3,0
0.029,0.026,0.048,0.079,1.66,0.291,1.7,0.5,1,131,0,1
-0.027,-0.052,-0.031,-0.057,-1.02,-0.115,-0.8,1,-4,-37,-4,0
-0.037,-0.037,-0.048,-0.086,0.6,-1.844,5.7,1.6,-2,-340,-2,0
0.058,0.058,0.084,0.141,-2.21,-1.445,-0.9,2.1,1,200,0,0
0.002,-0.001,0.07,0.071,-1.99,-0.861,-3.2,1.5,5,204,0,1
0.042,0.021,0.051,0.093,2.15,0.445,0.8,-0.7,3,225,0,1
-0.007,-0.012,0.018,0.011,-0.43,0.004,-0.6,0.5,-1,-73,0,0
0.019,0.012,0.042,0.062,-1.78,-0.731,-0.8,0,-3,-63,0,1
0.011,-0.008,-0.006,0.005,0.72,-0.893,0.3,1.1,5,175,0,1
0.004,-0.005,-0.007,-0.003,-0.79,0.266,-5.7,-1.3,-2,87,0,0
0.018,0.049,0.073,0.091,-1.01,-0.017,-4.6,-2.5,0,3,0,0
-0.004,-0.001,-0.015,-0.019,-1.33,-1.166,-1,1.7,0,-118,-2,0
0.021,0.008,0.032,0.052,-0.24,-0.4,-2.5,0.9,-2,-169,0,0
-0.005,-0.003,-0.042,-0.047,1.77,-0.115,2.6,0.2,-1,101,-2,0
0.005,0.02,0.042,0.047,0.47,-0.108,-0.1,0.5,0,24,-3,0
0.007,0.005,0.019,0.027,1.23,0.166,-0.4,0.3,1,139,0,0
-0.028,-0.044,-0.034,-0.061,1.04,0.26,0.6,0.2,-4,-47,-4,0
-0.016,-0.024,-0.047,-0.064,-1.19,-0.863,0.6,1.9,-2,-350,-2,0
0.038,0.048,0.089,0.127,1,0.151,-4.3,-1,2,198,0,0
0.027,0.009,0.093,0.12,1.57,0.742,-2.4,-0.6,5,206,1,0
0.036,0.002,0.011,0.046,2.33,0.469,-0.3,-0.9,1,229,-1,1
-0.039,-0.034,-0.033,-0.072,-1.36,-0.836,7.2,1.2,1,-75,1,0
-0.016,-0.003,0,-0.016,-3.31,-1.493,-4.2,0.2,-1,-51,1,0
-0.033,0.007,-0.023,-0.056,2.53,1.045,-0.9,-1.4,-1,-19,-1,1
-0.022,0,-0.034,-0.056,-1.61,-1.252,-3.1,1.2,2,-136,-1,1
0.073,0.08,0.026,0.1,-0.22,-0.793,-0.4,1.4,-1,99,-2,0
0.055,0.051,0.073,0.128,1.17,0.284,6.5,0.1,-1,10,-4,0
