Gameid,Home,Visitor,Date,Home Wins,Visitor Wins,Home Losses,Visitor Losses,Home Total Runs Difference,OBP Difference,AVG Difference,SLG Difference,OPS Difference,ISO Difference,Hits Difference,Strikeouts Difference,Walks Difference,ERA Difference,WHIP Difference,K9 Difference,BB9 Difference,Home Recency Adv,Run Differential,Head to Head,Home Win
20230917MIAATL,MIA,ATL,20230917,77,96,72,52,-110.0,-0.0010000000000000009,-0.0030000000000000027,-0.04899999999999999,-0.050000000000000044,-0.045999999999999985,-246,-231,-110,-0.3899999999999997,0.4199999999999995,0.40000000000000036,-1.5999999999999996,-1,-284.0,-6,1
20230917MILWAS,MIL,WAS,20230917,84,65,64,84,136.0,0.0,-0.026000000000000023,0.008000000000000007,0.008000000000000007,0.03400000000000003,-141,28,107,3.24,2.1339999999999995,3.5,-0.6000000000000001,4,194.0,1,0
20230917NYNCIN,NYN,CIN,20230917,68,78,80,72,43.0,0.009000000000000008,-0.0020000000000000018,0.020000000000000018,0.028000000000000025,0.02200000000000002,81,-14,43,1.4300000000000002,-0.0009999999999998899,-1.3999999999999995,0.5,-2,16.0,-3,1
20230917PITNYA,PIT,NYA,20230917,69,76,80,73,-53.0,0.007000000000000006,0.025999999999999995,0.02200000000000002,0.027999999999999914,-0.003999999999999976,-131,-108,-108,-2.05,-0.5539999999999994,4.199999999999999,0.39999999999999947,-1,-80.0,-2,1
20230917SLNPHI,SLN,PHI,20230917,65,81,83,67,-112.0,-0.04300000000000004,-0.028999999999999998,-0.04799999999999999,-0.09100000000000008,-0.01899999999999999,-364,-493,-146,-0.79,-0.3420000000000001,-2.5,-0.09999999999999964,0,-152.0,-5,1
20230917ANADET,ANA,DET,20230917,68,69,81,79,51.0,-0.0040000000000000036,0.0010000000000000009,0.020000000000000018,0.015999999999999903,0.019000000000000017,-292,-334,-123,-4.18,-2.596,-5.1,0.2999999999999998,-2,16.0,1,0
20230917BALTBA,BAL,TBA,20230917,92,92,56,58,-68.0,0.02400000000000002,0.034,0.061,0.08499999999999996,0.026999999999999996,194,140,36,-0.05000000000000071,-0.5680000000000001,0.6999999999999993,2.0,-2,-76.0,2,1
20230917CHAMIN,CHA,MIN,20230917,57,78,92,71,-139.0,-0.056999999999999995,-0.037000000000000005,-0.07700000000000001,-0.135,-0.04000000000000001,7,-154,-72,-1.94,-0.8080000000000003,2.0,1.1999999999999997,-1,-258.0,-4,0
20230917CLETEX,CLE,TEX,20230917,71,82,78,66,-114.0,-0.043999999999999984,-0.019000000000000017,-0.064,-0.10799999999999998,-0.044999999999999984,37,-68,-83,0.33999999999999986,-0.504,0.40000000000000036,1.9000000000000004,-1,-180.0,-1,1
20230917KCAHOU,KCA,HOU,20230917,48,83,101,66,-41.0,0.008000000000000007,0.017000000000000015,0.044999999999999984,0.052999999999999936,0.02799999999999997,-318,-304,-202,-3.11,-0.5209999999999999,-2.9000000000000004,-0.10000000000000009,0,-297.0,2,0
20230917OAKSDN,OAK,SDN,20230917,46,71,102,78,-202.0,-0.031000000000000028,-0.033,-0.045999999999999985,-0.07700000000000007,-0.012999999999999984,-92,252,-78,3.87,3.932,-8.3,-3.1,-2,-375.0,-2,0
20230917SEALAN,SEA,LAN,20230917,81,90,67,57,-54.0,0.02100000000000002,0.009000000000000008,0.030999999999999972,0.051000000000000045,0.021999999999999964,328,433,137,-1.6,-0.5760000000000001,0.0,-2.6999999999999997,-2,-83.0,-2,0
20230917TORBOS,TOR,BOS,20230917,82,74,67,75,10.0,0.016000000000000014,-0.0030000000000000027,0.019999999999999962,0.03500000000000003,0.022999999999999965,306,289,136,1.7000000000000002,0.524,-4.5,-1.5,3,47.0,-2,1
20230918ATLPHI,ATL,PHI,20230918,96,81,53,68,27.0,0.009999999999999953,0.010000000000000009,0.061,0.07199999999999995,0.05099999999999999,149,-98,25,-3.7800000000000002,-2.4530000000000003,-0.5,3.2,1,147.0,4,0
20230918CINMIN,CIN,MIN,20230918,78,79,73,71,-90.0,0.0040000000000000036,0.0020000000000000018,-0.015000000000000013,-0.01200000000000001,-0.017000000000000015,87,-7,30,-4.1000000000000005,-2.1379999999999995,-0.5,4.300000000000001,-1,-132.0,0,1
20230918LANDET,LAN,DET,20230918,91,70,57,79,201.0,0.032999999999999974,0.029000000000000026,0.09799999999999998,0.1309999999999999,0.06899999999999995,429,211,223,-2.62,-0.7360000000000002,0.6999999999999993,0.30000000000000027,0,281.0,0,1
20230918MIANYN,MIA,NYN,20230918,78,69,72,80,5.0,0.007000000000000006,0.015000000000000013,0.025000000000000022,0.03300000000000003,0.010000000000000009,125,70,-13,-1.0300000000000002,0.11699999999999999,3.0999999999999996,0.0,1,-19.0,-3,0
20230918SDNCOL,SDN,COL,20230918,72,56,78,93,147.0,0.0050000000000000044,0.009000000000000008,0.026000000000000023,0.031000000000000028,0.017000000000000015,-81,-332,44,1.2400000000000002,1.0270000000000006,2.799999999999999,0.8000000000000003,1,287.0,2,1
20230918SLNMIL,SLN,MIL,20230918,66,84,83,65,-88.0,0.0050000000000000044,0.01999999999999999,0.023999999999999966,0.029000000000000026,0.003999999999999976,137,-3,-1,-4.130000000000001,-2.614,-6.6,0.6000000000000001,-2,-133.0,0,1
20230918WASCHA,WAS,CHA,20230918,66,57,84,93,16.0,-0.007000000000000006,-0.0050000000000000044,-0.02100000000000002,-0.027999999999999914,-0.016000000000000014,-97,-217,-55,-2.3,-0.484,-0.20000000000000018,0.10000000000000009,0,39.0,0,0
20230918HOUBAL,HOU,BAL,20230918,84,93,66,56,-36.0,0.02899999999999997,0.010000000000000009,-0.035999999999999976,-0.008000000000000007,-0.045999999999999985,308,153,143,1.9900000000000002,-0.4910000000000001,6.1000000000000005,2.5,0,1.0,1,0
20230918KCACLE,KCA,CLE,20230918,48,72,102,78,-32.0,0.0030000000000000027,0.009000000000000008,0.067,0.07000000000000006,0.057999999999999996,-203,151,-81,-0.09999999999999964,0.03300000000000036,2.5,-0.40000000000000036,-1,-171.0,-4,1
20230918OAKSEA,OAK,SEA,20230918,46,81,103,68,-206.0,-0.03400000000000003,-0.024999999999999994,-0.016000000000000014,-0.050999999999999934,0.00899999999999998,-288,-254,-81,-0.35999999999999943,-0.31800000000000006,-0.6999999999999993,0.0,1,-408.0,-8,0
20230918TEXBOS,TEX,BOS,20230918,82,74,67,76,82.0,0.04099999999999998,0.03600000000000003,0.10199999999999998,0.14400000000000002,0.06599999999999995,569,397,224,0.8099999999999996,-0.1379999999999999,-1.3999999999999995,-0.40000000000000036,4,140.0,-1,0
20230919ARISFN,ARI,SFN,20230919,79,76,72,74,0.0,0.0050000000000000044,0.01100000000000001,0.019000000000000017,0.02400000000000002,0.008000000000000007,220,71,59,0.14000000000000012,0.6069999999999998,1.4000000000000004,-0.30000000000000027,0,-12.0,-1,1
20230919ATLPHI,ATL,PHI,20230919,96,82,54,68,21.0,-0.008000000000000007,0.0020000000000000018,0.03999999999999998,0.03199999999999992,0.03799999999999998,33,-203,-33,-0.3299999999999996,-0.07199999999999962,5.300000000000001,1.2999999999999998,-1,135.0,3,1
20230919CHNPIT,CHN,PIT,20230919,78,70,72,80,128.0,-0.0010000000000000009,-0.0010000000000000009,0.01200000000000001,0.010999999999999899,0.013000000000000012,333,203,133,1.3500000000000005,0.14900000000000002,-0.09999999999999964,1.5,-3,177.0,8,1
20230919CINMIN,CIN,MIN,20230919,79,79,73,72,-86.0,-0.012999999999999956,-0.010000000000000009,-0.020000000000000018,-0.03300000000000003,-0.010000000000000009,150,98,64,0.5399999999999996,-0.020000000000000018,3.1999999999999993,1.4,1,-124.0,1,0
20230919LANDET,LAN,DET,20230919,92,70,57,80,206.0,0.03699999999999998,0.034,0.09799999999999998,0.134,0.06399999999999997,393,205,222,-2.52,-1.999,-1.5,0.7999999999999998,1,291.0,1,1
20230919MIANYN,MIA,NYN,20230919,78,70,73,80,4.0,-0.013000000000000012,0.009000000000000008,-0.016000000000000014,-0.029000000000000026,-0.025000000000000022,-6,25,-59,-0.8500000000000001,0.29499999999999993,2.7,-1.6999999999999997,-1,-21.0,-4,1
20230919SDNCOL,SDN,COL,20230919,73,56,78,94,149.0,0.03300000000000003,0.014000000000000012,0.061,0.09400000000000008,0.046999999999999986,31,-168,161,3.47,1.62,3.3000000000000007,-1.3000000000000007,2,291.0,3,1
20230919SLNMIL,SLN,MIL,20230919,67,84,83,66,-87.0,-0.01200000000000001,0.01100000000000001,0.020999999999999963,0.009000000000000008,0.009999999999999953,127,18,-18,-2.92,-1.6799999999999997,-6.3,2.6,0,-131.0,1,0
20230919WASCHA,WAS,CHA,20230919,66,58,85,93,11.0,0.015000000000000013,0.017999999999999988,0.010000000000000009,0.026000000000000023,-0.00799999999999998,-155,-297,-52,-10.440000000000001,-4.259,-0.8999999999999995,-2.3,0,29.0,-1,1
20230919HOUBAL,HOU,BAL,20230919,84,94,67,56,-37.0,0.03699999999999998,0.015000000000000013,0.010999999999999954,0.04799999999999993,-0.004000000000000059,292,14,160,0.4800000000000004,0.036000000000000476,2.8,0.5,-1,-1.0,0,0
20230919KCACLE,KCA,CLE,20230919,49,72,102,79,-30.0,-0.03400000000000003,-0.02099999999999999,-0.007999999999999952,-0.041000000000000036,0.01300000000000004,-231,22,-91,-1.4999999999999996,-0.1949999999999994,2.799999999999999,1.6999999999999997,0,-167.0,-3,1
20230919NYATOR,NYA,TOR,20230919,76,83,74,67,-31.0,-0.028000000000000025,-0.03,-0.035999999999999976,-0.06500000000000006,-0.005999999999999978,-203,-10,2,-0.7199999999999998,-0.2250000000000001,-0.9000000000000004,-0.20000000000000018,0,-73.0,1,0
20230919OAKSEA,OAK,SEA,20230919,46,82,104,68,-211.0,-0.03500000000000003,-0.028999999999999998,-0.064,-0.09899999999999998,-0.035,-390,-454,-146,-1.08,-1.4699999999999998,-0.6999999999999993,1.1,0,-418.0,-9,0
20230919TBAANA,TBA,ANA,20230919,92,68,59,82,144.0,0.027000000000000024,0.024999999999999994,-0.02300000000000002,0.0040000000000000036,-0.048000000000000015,339,220,168,-1.3200000000000003,0.22699999999999942,3.9000000000000004,-0.6999999999999997,3,280.0,1,1
20230919TEXBOS,TEX,BOS,20230919,82,75,68,76,80.0,0.035999999999999976,0.030000000000000027,0.07300000000000001,0.10999999999999999,0.04299999999999998,262,245,157,1.9600000000000004,0.7149999999999999,-0.20000000000000107,-0.5,3,136.0,-2,1
20230920ARISFN,ARI,SFN,20230920,80,76,72,75,4.0,0.0030000000000000027,0.016000000000000014,0.035999999999999976,0.039000000000000035,0.019999999999999962,202,-22,20,-0.14000000000000012,-0.46799999999999997,1.6000000000000014,2.2,1,-4.0,0,1
20230920ATLPHI,ATL,PHI,20230920,97,82,54,69,27.0,0.019999999999999962,0.017000000000000015,0.067,0.08699999999999997,0.04999999999999999,167,-79,34,1.1600000000000001,-0.10899999999999999,-2.500000000000001,0.6000000000000001,1,147.0,4,0
20230920CHNPIT,CHN,PIT,20230920,79,70,72,81,141.0,0.02100000000000002,0.017000000000000015,0.024999999999999967,0.04600000000000004,0.007999999999999952,340,139,140,1.3099999999999996,0.30299999999999994,-0.8000000000000007,-0.7000000000000002,-2,203.0,9,0
20230920CINMIN,CIN,MIN,20230920,79,80,74,72,-93.0,0.02100000000000002,0.014000000000000012,0.04099999999999998,0.062000000000000055,0.02699999999999997,21,-99,17,-0.75,-0.7860000000000005,3.0,2.3000000000000003,1,-138.0,0,0
20230920LANDET,LAN,DET,20230920,93,70,57,81,207.0,0.03200000000000003,0.034,0.09600000000000003,0.127,0.06200000000000003,327,181,167,0.3000000000000007,-0.03000000000000025,-0.5999999999999996,-0.2999999999999998,1,293.0,2,0
20230920MIANYN,MIA,NYN,20230920,79,70,73,81,5.0,0.006000000000000005,0.017000000000000015,0.056999999999999995,0.062000000000000055,0.03999999999999998,63,132,-24,-0.10999999999999988,0.33699999999999974,-0.29999999999999893,-1.3000000000000003,0,-19.0,-3,0
20230920SDNCOL,SDN,COL,20230920,74,56,78,95,151.0,-0.008000000000000007,0.008000000000000007,0.05499999999999999,0.04599999999999993,0.046999999999999986,58,-162,77,2.14,0.6539999999999995,1.799999999999999,-1.2999999999999998,2,295.0,4,1
20230920SLNMIL,SLN,MIL,20230920,67,85,84,66,-91.0,-0.046999999999999986,-0.024999999999999994,-0.059,-0.10599999999999998,-0.034,-123,-119,-68,0.2400000000000002,0.03300000000000036,2.299999999999999,1.0,-1,-139.0,0,0
20230920WASCHA,WAS,CHA,20230920,67,58,85,94,12.0,0.01100000000000001,0.007000000000000006,-0.014000000000000012,-0.0030000000000000027,-0.02100000000000002,77,-118,13,1.4300000000000006,0.4349999999999996,-1.3000000000000007,-1.9000000000000004,0,31.0,0,1
20230920HOUBAL,HOU,BAL,20230920,84,95,68,56,-41.0,0.0030000000000000027,-0.01100000000000001,-0.03699999999999998,-0.03399999999999992,-0.025999999999999968,60,30,50,-1.6900000000000004,-0.6229999999999998,-0.40000000000000036,1.1,-1,-9.0,-1,1
20230920KCACLE,KCA,CLE,20230920,50,72,102,80,-29.0,0.03600000000000003,0.03600000000000003,0.118,0.15300000000000002,0.08199999999999996,-48,119,-14,-0.8700000000000001,-0.26900000000000013,-3.9000000000000004,-1.7000000000000002,2,-165.0,-2,1
20230920NYATOR,NYA,TOR,20230920,76,84,75,67,-37.0,-0.026000000000000023,-0.047000000000000014,-0.04999999999999999,-0.07699999999999996,-0.002999999999999975,-299,-96,8,0.6300000000000003,0.18999999999999995,-0.5999999999999996,0.10000000000000009,0,-85.0,0,0
20230920OAKSEA,OAK,SEA,20230920,46,83,105,68,-216.0,-0.031000000000000028,-0.028999999999999998,-0.02999999999999997,-0.06099999999999994,-0.0009999999999999731,-488,-448,-143,3.58,3.175,-8.3,-0.9,-2,-428.0,-10,0
20230920TBAANA,TBA,ANA,20230920,93,68,59,83,148.0,0.04300000000000004,0.048000000000000015,0.02999999999999997,0.07299999999999995,-0.018000000000000044,525,400,233,1.7500000000000004,0.7429999999999999,-2.0999999999999996,-1.0,4,288.0,2,0
20230920TEXBOS,TEX,BOS,20230920,83,75,68,77,82.0,0.020999999999999963,0.013000000000000012,0.055999999999999994,0.07699999999999996,0.04299999999999998,296,324,164,-0.5099999999999998,-0.23199999999999976,0.7000000000000002,0.8999999999999999,3,140.0,-1,1
20230921CHNPIT,CHN,PIT,20230921,79,71,73,81,135.0,0.02300000000000002,0.016000000000000014,0.01899999999999996,0.04300000000000004,0.002999999999999947,346,154,141,0.5,0.5499999999999998,-1.9000000000000004,-2.4999999999999996,-2,191.0,8,0
20230921LANSFN,LAN,SFN,20230921,93,76,58,76,108.0,0.04799999999999999,0.036000000000000004,0.10199999999999998,0.1489999999999999,0.06599999999999998,357,329,180,-0.21999999999999975,0.41900000000000004,-2.700000000000001,1.0,3,213.0,-2,1
20230921PHINYN,PHI,NYN,20230921,83,71,69,81,74.0,0.014000000000000012,0.02200000000000002,0.04700000000000004,0.061000000000000054,0.025000000000000022,255,241,85,1.5099999999999998,0.6500000000000004,-1.700000000000001,-0.5999999999999996,-1,86.0,-2,1
20230921SLNMIL,SLN,MIL,20230921,67,86,85,66,-97.0,-0.02400000000000002,-0.006000000000000005,0.0030000000000000027,-0.020999999999999908,0.009000000000000008,22,-79,-48,-1.5200000000000005,-0.5870000000000002,0.10000000000000053,-1.0999999999999999,-3,-151.0,-1,0
20230921WASATL,WAS,ATL,20230921,68,97,85,55,-178.0,-0.03300000000000003,-0.027000000000000024,-0.10499999999999998,-0.138,-0.07799999999999996,-456,-366,-218,-1.6999999999999997,-0.5910000000000002,-1.6999999999999993,1.7999999999999998,0,-349.0,-2,0
20230921CLEBAL,CLE,BAL,20230921,72,95,81,57,-51.0,-0.007000000000000006,-0.009000000000000008,-0.031000000000000028,-0.039000000000000035,-0.02200000000000002,-41,-189,-42,-0.2699999999999996,0.06400000000000006,-4.3,-0.40000000000000036,-1,-148.0,1,1
20230921NYATOR,NYA,TOR,20230921,76,85,76,67,-42.0,-0.035999999999999976,-0.05300000000000002,-0.07,-0.10599999999999998,-0.016999999999999987,-200,4,38,0.8700000000000001,0.5590000000000002,0.8000000000000007,-0.2999999999999998,0,-95.0,-1,1
20230921OAKDET,OAK,DET,20230921,46,71,106,81,-77.0,-0.027000000000000024,-0.010999999999999982,-0.01200000000000001,-0.038999999999999924,-0.0010000000000000286,-164,-116,-114,-2.3099999999999996,-1.7220000000000004,-2.0999999999999996,3.0,-4,-229.0,1,0
20230921TBAANA,TBA,ANA,20230921,93,69,60,83,143.0,0.04700000000000004,0.032,0.02100000000000002,0.06800000000000006,-0.010999999999999982,396,340,235,0.9800000000000004,0.6670000000000003,-0.5999999999999996,-1.0999999999999999,2,278.0,1,1
20230922CHNCOL,CHN,COL,20230922,79,56,74,96,161.0,0.020000000000000018,0.0010000000000000009,0.010000000000000009,0.030000000000000027,0.009000000000000008,47,-211,96,4.28,2.152,0.5000000000000009,-2.1000000000000005,-2,306.0,-1,1
20230922CINPIT,CIN,PIT,20230922,79,72,75,81,19.0,0.020000000000000018,0.007000000000000006,0.034999999999999976,0.05600000000000005,0.02799999999999997,70,105,58,1.6199999999999997,-0.1719999999999997,2.0,0.6000000000000001,0,49.0,-2,0
20230922LANSFN,LAN,SFN,20230922,94,76,58,77,113.0,-0.019000000000000017,-0.012999999999999956,-0.013999999999999957,-0.03299999999999992,-0.0010000000000000009,432,257,217,2.17,-0.3109999999999995,0.8000000000000007,-0.20000000000000018,4,223.0,-1,0
20230922MIAMIL,MIA,MIL,20230922,79,87,74,66,-51.0,0.0,0.027000000000000024,0.04899999999999999,0.049000000000000044,0.021999999999999964,148,36,-107,0.20000000000000018,-0.2320000000000002,-2.1000000000000005,0.0,-2,-112.0,-2,0
20230922PHINYN,PHI,NYN,20230922,84,71,69,82,75.0,0.02300000000000002,0.031000000000000028,0.07300000000000001,0.09600000000000009,0.04199999999999998,389,428,140,0.5,0.9610000000000003,0.10000000000000053,-0.7000000000000002,0,88.0,-1,1
20230922SDNSLN,SDN,SLN,20230922,75,67,78,86,105.0,0.0040000000000000036,-0.01200000000000001,0.03999999999999998,0.04400000000000004,0.05199999999999999,307,294,206,-0.08000000000000007,0.38200000000000056,1.0,-1.4,4,175.0,-1,1
20230922WASATL,WAS,ATL,20230922,68,98,86,55,-185.0,-0.03700000000000003,-0.02300000000000002,-0.131,-0.16799999999999993,-0.10799999999999998,-299,-293,-206,-1.33,-0.14400000000000013,-3.799999999999999,-1.6000000000000005,-1,-363.0,-3,0
20230922BOSCHA,BOS,CHA,20230922,75,58,78,95,101.0,0.03400000000000003,0.037000000000000005,0.08300000000000002,0.11699999999999999,0.04600000000000001,56,-72,53,0.7599999999999998,0.9460000000000006,2.0,-3.5,-1,183.0,-1,1
20230922CLEBAL,CLE,BAL,20230922,73,95,81,58,-48.0,-0.008000000000000007,-0.014000000000000012,-0.057999999999999996,-0.06600000000000006,-0.043999999999999984,94,-132,18,0.4500000000000002,0.21399999999999997,-0.7999999999999998,-0.2999999999999998,1,-142.0,2,1
20230922HOUKCA,HOU,KCA,20230922,85,51,68,102,36.0,0.015000000000000013,0.0010000000000000009,-0.0040000000000000036,0.01100000000000001,-0.0050000000000000044,398,195,223,0.05999999999999961,0.04899999999999993,-1.799999999999999,-1.0,-3,298.0,-1,0
20230922MINANA,MIN,ANA,20230922,81,69,72,84,93.0,0.027000000000000024,0.02100000000000002,0.031000000000000028,0.05700000000000005,0.010000000000000009,353,478,178,5.859999999999999,2.6149999999999998,3.1000000000000005,-3.2,3,179.0,-1,1
20230922NYAARI,NYA,ARI,20230922,77,81,76,72,-36.0,-0.03400000000000003,-0.049000000000000016,-0.059,-0.09299999999999997,-0.009999999999999981,-445,-136,-89,-0.9199999999999999,-0.5820000000000007,-0.29999999999999893,0.3999999999999999,0,-6.0,0,1
20230922OAKDET,OAK,DET,20230922,46,72,107,81,-81.0,-0.01200000000000001,-0.013000000000000012,0.015000000000000013,0.0030000000000000027,0.028000000000000025,-178,-51,4,-2.74,-2.067,-5.9,2.0,-4,-237.0,0,1
20230922TBATOR,TBA,TOR,20230922,94,85,60,68,82.0,0.010000000000000009,0.0050000000000000044,0.024999999999999967,0.03400000000000003,0.019999999999999962,-315,-239,-102,0.25,0.3009999999999997,3.9000000000000004,-0.19999999999999973,1,127.0,1,0
20230922TEXSEA,TEX,SEA,20230922,84,84,68,68,50.0,0.035999999999999976,0.033999999999999975,0.08500000000000002,0.121,0.051000000000000045,47,-214,15,0.08000000000000007,-0.5779999999999998,-1.0000000000000009,1.0999999999999999,1,56.0,4,1
20230923CHNCOL,CHN,COL,20230923,80,56,74,97,167.0,0.02100000000000002,0.01200000000000001,0.013000000000000012,0.03500000000000003,0.0010000000000000009,242,23,140,3.3699999999999997,1.4839999999999995,1.1000000000000005,0.10000000000000009,-2,318.0,0,1
20230923CINPIT,CIN,PIT,20230923,79,73,76,81,17.0,0.027000000000000024,0.018000000000000016,0.024999999999999967,0.051999999999999935,0.006999999999999951,163,125,67,-1.08,0.20599999999999996,2.9000000000000004,1.7999999999999998,-2,45.0,-3,0
20230923LANSFN,LAN,SFN,20230923,94,77,59,77,109.0,-0.006000000000000005,-0.016000000000000014,-0.01799999999999996,-0.02400000000000002,-0.0019999999999999463,397,305,243,0.77,0.2649999999999997,-1.6999999999999993,-0.09999999999999964,4,215.0,-2,1
20230923MIAMIL,MIA,MIL,20230923,79,88,75,66,-66.0,-0.01100000000000001,0.019000000000000017,0.03500000000000003,0.02300000000000002,0.016000000000000014,201,83,-99,-1.8300000000000003,-1.479,0.6999999999999993,0.8000000000000003,-2,-142.0,-3,1
20230923PHINYN,PHI,NYN,20230923,85,71,69,83,76.0,0.015000000000000013,0.017000000000000015,0.031000000000000028,0.04700000000000004,0.014000000000000012,220,309,82,-0.5699999999999998,0.698,3.7,-1.4999999999999998,1,90.0,0,1
20230923SDNSLN,SDN,SLN,20230923,76,67,78,87,107.0,0.067,0.037000000000000005,0.07700000000000001,0.14400000000000002,0.04000000000000001,312,256,205,1.6100000000000003,1.1560000000000001,2.5,-1.0999999999999996,5,179.0,0,0
20230923BOSCHA,BOS,CHA,20230923,76,58,78,96,102.0,0.046999999999999986,0.04200000000000001,0.065,0.11199999999999999,0.022999999999999993,-113,-246,1,0.34000000000000075,0.7429999999999999,1.0,-0.7999999999999998,1,185.0,0,0
20230923CLEBAL,CLE,BAL,20230923,74,95,81,59,-47.0,-0.02200000000000002,-0.017000000000000015,-0.064,-0.08599999999999997,-0.046999999999999986,-15,-134,-27,-1.5799999999999996,-0.5440000000000005,3.1999999999999997,0.20000000000000018,2,-140.0,3,0
20230923HOUKCA,HOU,KCA,20230923,85,52,69,102,34.0,0.04799999999999999,0.017000000000000015,0.061,0.10999999999999999,0.043999999999999984,327,25,193,2.6,-0.22199999999999998,0.5,0.9000000000000004,-5,294.0,-2,0
20230923MINANA,MIN,ANA,20230923,82,69,72,85,95.0,0.02100000000000002,0.0040000000000000036,-0.017000000000000015,0.0030000000000000027,-0.02100000000000002,156,272,106,2.6899999999999995,1.766,1.8000000000000007,-1.6000000000000005,5,183.0,0,0
20230923OAKDET,OAK,DET,20230923,47,72,107,82,-75.0,-0.0050000000000000044,-0.003999999999999976,0.02100000000000002,0.015999999999999903,0.024999999999999994,14,157,6,1.04,0.11399999999999988,-0.5,1.7999999999999998,-4,-225.0,1,1
20230923TBATOR,TBA,TOR,20230923,94,86,61,68,78.0,-0.039000000000000035,-0.013000000000000012,-0.035999999999999976,-0.07499999999999996,-0.022999999999999965,-145,-190,-89,-1.4999999999999996,-0.027000000000000135,0.20000000000000018,-1.3000000000000003,-1,119.0,0,1
20230923TEXSEA,TEX,SEA,20230923,85,84,68,69,53.0,0.02699999999999997,0.03999999999999998,0.10400000000000004,0.132,0.06400000000000006,120,-139,29,0.41000000000000014,-0.34399999999999986,-1.299999999999999,0.6000000000000001,1,62.0,5,1
20230924CHNCOL,CHN,COL,20230924,81,56,74,98,170.0,0.03300000000000003,0.029000000000000026,0.134,0.16799999999999993,0.10499999999999998,368,149,210,2.7,1.3689999999999998,1.2000000000000002,0.3999999999999999,-1,324.0,1,1
20230924CINPIT,CIN,PIT,20230924,79,74,77,81,16.0,0.009000000000000008,0.0010000000000000009,0.019000000000000017,0.028000000000000025,0.018000000000000016,184,155,78,3.999999999999999,1.2670000000000003,1.2000000000000002,-1.8000000000000003,-3,43.0,-4,1
20230924LANSFN,LAN,SFN,20230924,95,77,59,78,116.0,0.0050000000000000044,0.0,0.01100000000000001,0.015000000000000013,0.01100000000000001,375,306,200,-2.75,0.03300000000000036,-1.8000000000000007,-0.3999999999999999,4,229.0,-1,1
20230924MIAMIL,MIA,MIL,20230924,80,88,75,67,-65.0,-0.0050000000000000044,0.014000000000000012,0.015000000000000013,0.009000000000000008,0.0010000000000000009,-26,33,-114,-0.6299999999999999,-0.9620000000000002,-0.5999999999999996,3.0999999999999996,-1,-140.0,-2,1
20230924PHINYN,PHI,NYN,20230924,86,71,69,84,78.0,0.02100000000000002,0.025000000000000022,0.03700000000000003,0.05800000000000005,0.01200000000000001,469,465,204,-0.43999999999999995,0.7640000000000002,0.20000000000000107,-3.9000000000000004,3,94.0,1,1
20230924SDNSLN,SDN,SLN,20230924,76,68,79,87,104.0,0.041000000000000036,0.04200000000000001,0.08799999999999997,0.129,0.04599999999999996,214,127,106,3.55,1.9750000000000005,0.9000000000000004,-2.1999999999999997,4,173.0,-1,1
20230924WASATL,WAS,ATL,20230924,68,99,87,55,-188.0,-0.0010000000000000009,0.007000000000000006,-0.044999999999999984,-0.04600000000000004,-0.05199999999999999,-190,-110,-159,-3.880000000000001,-1.9019999999999997,-6.8999999999999995,0.7,-2,-369.0,-4,0
20230924BOSCHA,BOS,CHA,20230924,76,59,79,96,101.0,0.062,0.05600000000000002,0.09900000000000003,0.16100000000000003,0.04300000000000001,-32,-68,10,-0.77,0.1429999999999998,1.4000000000000004,-0.2999999999999998,0,183.0,-1,0
20230924CLEBAL,CLE,BAL,20230924,74,96,82,59,-48.0,0.0030000000000000027,-0.006000000000000005,-0.055999999999999994,-0.05300000000000005,-0.04999999999999999,-58,-302,-58,0.6900000000000004,0.5369999999999995,5.8,0.8000000000000003,0,-142.0,2,0
20230924HOUKCA,HOU,KCA,20230924,85,53,70,102,33.0,0.02999999999999997,0.019000000000000017,0.033999999999999975,0.06299999999999994,0.014999999999999958,477,217,271,-0.7799999999999994,1.101,-0.9000000000000004,-5.1000000000000005,-6,292.0,-3,0
20230924MINANA,MIN,ANA,20230924,82,70,73,85,94.0,0.028000000000000025,0.010000000000000009,0.008000000000000007,0.03600000000000003,-0.0020000000000000018,233,393,171,-0.36999999999999966,-0.21199999999999974,3.200000000000001,-1.1,4,181.0,-1,1
20230924NYAARI,NYA,ARI,20230924,78,81,76,73,-30.0,-0.0050000000000000044,-0.017999999999999988,-0.02899999999999997,-0.03400000000000003,-0.010999999999999982,-185,-44,14,-2.2800000000000002,-0.7000000000000002,-0.09999999999999964,1.9,0,6.0,1,0
20230924OAKDET,OAK,DET,20230924,48,72,107,83,-72.0,-0.008000000000000007,0.0020000000000000018,0.031000000000000028,0.02299999999999991,0.029000000000000026,-61,46,-21,-0.98,-0.2530000000000001,-0.29999999999999893,-0.09999999999999964,-4,-219.0,2,0
20230924TBATOR,TBA,TOR,20230924,95,86,61,69,79.0,0.01200000000000001,0.008000000000000007,0.007000000000000006,0.019000000000000017,-0.0010000000000000009,-388,-349,-150,-1.6099999999999999,-0.4059999999999997,2.0,0.8999999999999999,0,121.0,1,0
20230924TEXSEA,TEX,SEA,20230924,86,84,68,70,55.0,0.02899999999999997,0.033999999999999975,0.08500000000000002,0.11399999999999999,0.051000000000000045,31,-269,0,0.8300000000000001,0.14000000000000012,-1.0,0.10000000000000009,1,66.0,6,1
